id,file_id,name,tea_type,location_type,biome,latitude,longitude,start_weight_green,end_weight_green,start_weight_red,end_weight_red,weight_include,k,S,t,date_in,origin,source,comment,created_at
491,,11_exotic,1,1,8,-43.5545,171.9212,,0,,0,0,0.017180641,0.298270053,88,10/30/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
492,,23_exotic,1,1,8,-43.5515,172.0949,,0,,0,0,0.037541613,0.465955814,89,11/1/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
493,,23_native,1,1,8,-43.5511,172.0956,,0,,0,0,0.026915993,0.443469743,89,11/1/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
494,,24_exotic,1,1,8,-43.5464,172.144,,0,,0,0,0.034727251,0.441687311,90,11/1/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
495,,24_paddock,1,1,8,-43.5462,172.1446,,0,,0,0,0.009500929,0.357912985,90,11/1/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
496,,24_native,1,1,8,-43.5454,172.1437,,0,,0,0,0.015509705,0.316094378,90,11/1/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
497,,12_exotic,1,1,8,-43.5438,171.8487,,0,,0,0,0.015213406,0.344476187,88,10/30/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
498,,10_exotic,1,1,8,-43.5426,171.9098,,0,,0,0,0.012183916,0.431541157,88,10/30/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
499,,1_exotic,1,1,8,-43.5359,172.373,,0,,0,0,0.01610392,0.719198333,86,10/29/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
500,,1_native,1,1,8,-43.5351,172.373,,0,,0,0,0.017142401,0.436614234,86,10/29/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
501,,9_native,1,1,8,-43.51,171.9184,,0,,0,0,0.035048698,0.367922029,88,10/30/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
502,,9_exotic,1,1,8,-43.509,171.914,,0,,0,0,0.024258548,0.575506855,88,10/30/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
503,,7_native,1,1,8,-43.5006,171.9523,,0,,0,0,0.010606421,0.459785856,87,10/29/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
504,,7_exotic,1,1,8,-43.4966,171.9525,,0,,0,0,0.022732473,0.430307165,87,10/29/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
505,,8_exotic,1,1,8,-43.4894,171.9791,,0,,0,0,0.022747917,0.328982736,87,10/29/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
506,,8_native,1,1,8,-43.4893,171.9762,,0,,0,0,0.019986126,0.417693028,87,10/29/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
507,,2_paddock,1,1,8,-43.4844,172.3375,,0,,0,0,0.020247392,0.351331696,86,10/29/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
508,,2_native,1,1,8,-43.4842,172.3376,,0,,0,0,0.009458365,0.453615897,86,10/29/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
509,,2_exotic,1,1,8,-43.4839,172.3382,,0,,0,0,0.009652713,0.421120783,86,10/29/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
510,,3_native,1,1,8,-43.4746,172.141,,0,,0,0,0.012612666,0.461019848,86,10/29/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
511,,3_exotic,1,1,8,-43.4704,172.1326,,0,,0,0,0.013909543,0.398908932,86,10/29/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
512,,4_exotic,1,1,8,-43.464,172.0583,,0,,0,0,0.014094605,0.39027099,86,10/29/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
513,,5_exotic,1,1,8,-43.393,171.948,,0,,0,0,0.01082276,0.358050096,86,10/29/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
514,,5_native,1,1,8,-43.3919,171.9449,,0,,0,0,0.021518098,0.314586166,86,10/29/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
515,,6_exotic,1,1,8,-43.2983,171.9455,,0,,0,0,0.023255707,0.512710389,87,10/29/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
516,,6_native,1,1,8,-43.293,171.9538,,0,,0,0,0.016285882,0.306633775,87,10/29/14,0,,Temperate grasslands/shrubs,10/12/23 9:43
517,,Warra Tall Eucalypt SuperSite,1,1,4,-43.1,146.65,,0,,0,0,0.005792043,0.115776392,91,1/3/17,0,https://doi.org/10.1016/j.scitotenv.2016.05.170,Temperate forests,10/12/23 9:43
518,,Puyehue_Nothofagus.pumilio,1,1,4,-40.7767,-72.1978,,0,,0,0,0.009990579,0.172768527,91,1/11/18,0,,Temperate forests,10/12/23 9:43
519,,Puyehue_Saxegothaea.conspicua,1,1,4,-40.7592,-72.2976,,0,,0,0,0.016635565,0.29068329,91,1/11/18,0,,Temperate forests,10/12/23 9:43
520,,AlerceCostero_Nothofagus.nitida,1,1,4,-40.1986,-73.4315,,0,,0,0,0.011547985,0.305993927,88,1/11/18,0,,Temperate forests,10/12/23 9:43
521,,AlerceCostero_Fitzroya.cupressoides.2,1,1,4,-40.1963,-73.4355,,0,,0,0,0.013902397,0.463899161,88,1/11/18,0,,Temperate forests,10/12/23 9:43
522,,AlerceCostero_Fitzroya.cupressoides.3,1,1,4,-40.1963,-73.436,,0,,0,0,0.011816835,0.409740637,88,1/11/18,0,,Temperate forests,10/12/23 9:43
523,,AlerceCostero_Fitzroya.cupressoides.1,1,1,4,-40.1961,-73.4351,,0,,0,0,0.010702324,0.396258135,88,1/11/18,0,,Temperate forests,10/12/23 9:43
524,,AlerceCostero_ValdivianForest,1,1,4,-40.1697,-73.549,,0,,0,0,0.014083807,0.332958931,88,1/11/18,0,,Temperate forests,10/12/23 9:43
525,,SanPabloDeTregua_Saxegothaea.conspicua,1,1,4,-39.6013,-72.0966,,0,,0,0,0.015674744,0.264403837,90,1/9/18,0,,Temperate forests,10/12/23 9:43
526,,SanPabloDeTregua_Nothofagus.alpina,1,1,4,-39.6012,-72.1183,,0,,0,0,0.013052227,0.238124384,89,1/9/18,0,,Temperate forests,10/12/23 9:43
527,,Waitomo,1,1,4,-38.2631,175.1214,,0,,0,0,0.009096663,0.269614024,79,1/6/17,0,,Temperate forests,10/12/23 9:43
528,,Tolhuaca_Nothofagus.dombeyi,1,1,4,-38.205,-71.8174,,0,,0,0,0.011748959,0.157457889,89,1/19/18,0,,Temperate forests,10/12/23 9:43
529,,Tolhuaca_Araucaria.araucana,1,1,4,-38.1998,-71.8107,,0,,0,0,0.012086479,0.176653316,89,1/19/18,0,,Temperate forests,10/12/23 9:43
530,,Kawhia,1,1,4,-38.1272,174.8606,,0,,0,0,0.015224648,0.254531903,79,1/6/17,0,,Temperate forests,10/12/23 9:43
531,,Rotorua,1,1,4,-38.1151,176.1913,,0,,0,0,0.011767968,0.300463816,79,1/6/17,0,,Temperate forests,10/12/23 9:43
532,,Kakepuku,1,1,4,-38.0622,175.2466,,0,,0,0,0.010456833,0.197631175,79,1/6/17,0,,Temperate forests,10/12/23 9:43
533,,Te Awamutu,1,1,4,-38.0068,175.2944,,0,,0,0,0.012405734,0.14724318,79,1/6/17,0,,Temperate forests,10/12/23 9:43
534,,Lake Ngaroto,1,1,4,-37.9482,175.2925,,0,,0,0,0.009762621,0.14724318,79,1/6/17,0,,Temperate forests,10/12/23 9:43
535,,Pirongia,1,1,4,-37.9472,175.0777,,0,,0,0,0.012875221,0.240820884,79,1/6/17,0,,Temperate forests,10/12/23 9:43
536,,Bridal Veil Falls,1,1,4,-37.907,174.8971,,0,,0,0,0.014014405,0.251446924,79,1/6/17,0,,Temperate forests,10/12/23 9:43
537,,Cambridge,1,1,4,-37.8478,175.4819,,0,,0,0,0.011868399,0.086914697,79,1/6/17,0,,Temperate forests,10/12/23 9:43
538,,Raglan,1,1,0,-37.8399,174.7806,,0,,0,0,0.011266955,0.198316726,79,1/6/17,0,,Temperate forests,10/12/23 9:43
539,,Hamilton,1,1,4,-37.8298,175.2123,,0,,0,0,0.012823762,0.144500976,79,1/6/17,0,,Temperate forests,10/12/23 9:43
540,,Nahuelbuta_Nothofagus.dombeyi,1,1,4,-37.8159,-73.009,,0,,0,0,0.010494611,0.105356018,90,1/20/18,0,,Temperate forests,10/12/23 9:43
541,,Matamata,1,1,4,-37.8092,175.738,,0,,0,0,0.009208687,0.325486426,79,1/6/17,0,,Temperate forests,10/12/23 9:43
542,,Nahuelbuta_Araucaria.araucana,1,1,4,-37.7879,-72.9978,,0,,0,0,0.007857164,0.109926357,90,1/20/18,0,,Temperate forests,10/12/23 9:43
543,,Mar Chiquita,1,1,8,-37.7152,-57.4245,,0,,0,0,0.007908496,0.359695418,91,11/3/16,0,https://doi.org/10.1111/gcb.15146,Temperate grasslands/shrubs,10/12/23 9:43
544,,Mar Chiquita_high,1,1,8,-37.6893,-57.4135,,0,,0,0,0.004130067,0.157084264,93,3/5/15,0,https://doi.org/10.1594/PANGAEA.890175,Temperate grasslands/shrubs,10/12/23 9:43
545,,Mar Chiquita_low,1,1,8,-37.6893,-57.4135,,0,,0,0,0.005231603,0.313275621,93,3/5/15,0,https://doi.org/10.1594/PANGAEA.890175,Temperate grasslands/shrubs,10/12/23 9:43
546,,Lake Hakanoa1,1,1,4,-37.5527,175.1618,,0,,0,0,0.015628485,0.233622599,79,1/6/17,0,,Temperate forests,10/12/23 9:43
547,,Lake Hakanoa2,1,1,4,-37.5524,175.1626,,0,,0,0,0.008249639,0.290180552,79,1/6/17,0,,Temperate forests,10/12/23 9:43
548,,Te Aroha,1,1,4,-37.5388,175.7361,,0,,0,0,0.0057991,0.246990843,79,1/6/17,0,,Temperate forests,10/12/23 9:43
549,,australia,1,1,10,-36.9036,147.2744,,0,,0,0,0.010105529,0.262804218,99,1/5/17,0,,Montane grasslands/shrubs,10/12/23 9:43
550,,Bogong,1,1,10,-36.87,147.254,,0,,0,0,0.016487254,0.338877521,66,11/14/16,0,https://doi.org/10.1111/gcb.15146,Montane grasslands/shrubs,10/12/23 9:43
551,,Warby Corner,1,1,10,-36.8306,147.325,,0,,0,0,0.009698506,0.201449089,92,12/16/15,0,,Montane grasslands/shrubs,10/12/23 9:43
552,,Warby Corner,1,1,10,-36.8306,147.325,,0,,0,0,0.00309349,0.16286665,385,12/16/15,0,,Montane grasslands/shrubs,10/12/23 9:43
553,,Warby Corner,1,1,10,-36.8306,147.325,,0,,0,0,0.003993176,0.30824939,293,3/17/16,0,,Montane grasslands/shrubs,10/12/23 9:43
554,,Las Chilcas,1,1,8,-36.275,-58.265,,0,,0,0,0.007636299,0.192737103,87,12/20/16,0,,Temperate grasslands/shrubs,10/12/23 9:43
555,,Tumbarumba Wet Eucalypt SuperSite,1,1,4,-35.6566,148.1517,,0,,0,0,0.006864573,0.165561102,111,12/21/16,0,https://doi.org/10.1016/j.scitotenv.2016.05.170,Temperate forests,10/12/23 9:43
556,,Duncan,1,2,12,-35.3225,138.5622,,0,,0,0,0.022109221,0.232251497,88,10/9/15,0,,Mediterranean woodland,10/12/23 9:43
557,,Fleurieu Cherries,1,2,12,-35.319,138.5686,,0,,0,0,0.020342249,0.22596728,88,10/9/15,0,,Mediterranean woodland,10/12/23 9:43
558,,Kerries Cherries,1,2,12,-35.3167,138.6282,,0,,0,0,0.013300572,0.257959658,88,10/9/15,0,,Mediterranean woodland,10/12/23 9:43
559,,Patricia & Edd,1,2,12,-35.2863,138.5213,,0,,0,0,0.007118725,0.349137933,88,11/3/14,0,,Mediterranean woodland,10/12/23 9:43
560,,Chalkhill,1,2,12,-35.2632,138.5495,,0,,0,0,0.004828381,0.269099861,88,11/3/14,0,,Mediterranean woodland,10/12/23 9:43
561,,Cameron,1,2,12,-35.2433,138.5191,,0,,0,0,0.003104144,0.435517352,88,11/3/14,0,,Mediterranean woodland,10/12/23 9:43
562,,Inkwell,1,2,12,-35.2406,138.5172,,0,,0,0,0.003873466,0.441687311,88,11/3/14,0,,Mediterranean woodland,10/12/23 9:43
563,,Noon,1,2,12,-35.2399,138.5834,,0,,0,0,0.005486594,0.473908205,88,11/3/14,0,,Mediterranean woodland,10/12/23 9:43
564,,Hedonist,1,2,12,-35.2389,138.5555,,0,,0,0,0.003646252,0.310232917,88,11/3/14,0,,Mediterranean woodland,10/12/23 9:43
565,,Sadie Gomer,1,2,12,-35.2378,138.5152,,0,,0,0,0.005634363,0.408019142,88,11/3/14,0,,Mediterranean woodland,10/12/23 9:43
566,,Hither & Yon,1,2,12,-35.2258,138.5901,,0,,0,0,0.007250692,0.271670677,88,11/3/14,0,,Mediterranean woodland,10/12/23 9:43
567,,Dave Gartekmann,1,2,12,-35.2223,138.5117,,0,,0,0,0.008123192,0.322597318,88,11/3/14,0,,Mediterranean woodland,10/12/23 9:43
568,,Gemtree,1,2,12,-35.2088,138.618,,0,,0,0,0.007107595,0.219111771,88,11/3/14,0,,Mediterranean woodland,10/12/23 9:43
569,,Ngeringa,1,2,12,-35.0695,138.9021,,0,,0,0,0.007533517,0.306805163,107,11/14/15,0,,Mediterranean woodland,10/12/23 9:43
570,,Petaluma B,1,2,12,-35.0629,138.9076,,0,,0,0,0.014240696,0.229166518,107,11/14/15,0,,Mediterranean woodland,10/12/23 9:43
571,,Bl 20Bot,1,2,12,-35.0096,138.8312,,0,,0,0,0.007988276,0.230126289,93,8/1/15,0,,Mediterranean woodland,10/12/23 9:43
572,,Bl 23D,1,2,12,-35.0079,138.8267,,0,,0,0,0.012259852,0.278114856,93,8/1/15,0,,Mediterranean woodland,10/12/23 9:43
573,,Bl 23B,1,2,12,-35.0065,138.8281,,0,,0,0,0.002896803,0.195848742,93,8/1/15,0,,Mediterranean woodland,10/12/23 9:43
574,,Bl 19top,1,2,12,-35.0065,138.8289,,0,,0,0,0.014800141,0.278114856,93,8/1/15,0,,Mediterranean woodland,10/12/23 9:43
575,,Bl 23A,1,2,12,-35.0037,138.8264,,0,,0,0,0.012451714,0.312392403,93,8/1/15,0,,Mediterranean woodland,10/12/23 9:43
576,,Bl 24top,1,2,12,-35.0032,138.8271,,0,,0,0,0.008029322,0.195848742,93,8/1/15,0,,Mediterranean woodland,10/12/23 9:43
577,,Andy Flavell,1,2,12,-34.9349,138.7998,,0,,0,0,0.019273085,0.367647809,88,10/9/15,0,,Mediterranean woodland,10/12/23 9:43
578,,Marble Hill,1,2,12,-34.9347,138.7403,,0,,0,0,0.009446836,0.222158664,70,10/2/14,0,,Mediterranean woodland,10/12/23 9:43
579,,Karl Dippel,1,2,12,-34.9328,138.8067,,0,,0,0,0.006826731,0.233108436,107,11/14/15,0,,Mediterranean woodland,10/12/23 9:43
580,,Cowling Cherries,1,2,12,-34.9209,138.7159,,0,,0,0,0.016888301,0.337483567,70,10/2/14,0,,Mediterranean woodland,10/12/23 9:43
581,,Merry Cherry,1,2,12,-34.9206,138.8933,,0,,0,0,0.006685434,0.259483104,70,10/2/14,0,,Mediterranean woodland,10/12/23 9:43
582,,Cox,1,2,12,-34.9198,138.7354,,0,,0,0,0.014840072,0.224367662,70,10/2/14,0,,Mediterranean woodland,10/12/23 9:43
583,,Kellett,1,2,12,-34.915,138.8118,,0,,0,0,0.020520293,0.349137933,88,10/9/15,0,,Mediterranean woodland,10/12/23 9:43
584,,John Caldicott,1,2,12,-34.9142,138.8282,,0,,0,0,0,0.395069847,88,10/9/15,0,,Mediterranean woodland,10/12/23 9:43
585,,BP Cherries,1,2,12,-34.9086,138.7947,,0,,0,0,0.011229235,0.261387413,70,10/2/14,0,,Mediterranean woodland,10/12/23 9:43
586,,Mt Lofty Ranges,1,2,12,-34.9037,138.8241,,0,,0,0,0.013221574,0.275098431,107,11/14/15,0,,Mediterranean woodland,10/12/23 9:43
587,,Kym Green,1,2,12,-34.9036,138.8344,,0,,0,0,0.023152662,0.31760259,88,10/9/15,0,,Mediterranean woodland,10/12/23 9:43
588,,Old Coralinga B,1,2,12,-34.9029,138.8131,,0,,0,0,0.027395977,0.36833336,88,10/9/15,0,,Mediterranean woodland,10/12/23 9:43
589,,Marriott,1,2,12,-34.9026,138.7755,,0,,0,0,0.011459907,0.161982526,70,10/2/14,0,,Mediterranean woodland,10/12/23 9:43
590,,Noske,1,2,12,-34.9023,138.8163,,0,,0,0,0.029397574,0.329561645,88,10/9/15,0,,Mediterranean woodland,10/12/23 9:43
591,,Old Coralinga A,1,2,12,-34.9,138.604,,0,,0,0,0.017375967,0.300235299,70,10/2/14,0,,Mediterranean woodland,10/12/23 9:43
592,,Smith,1,2,12,-34.894,138.7349,,0,,0,0,0.007891526,0.258939016,70,10/2/14,0,,Mediterranean woodland,10/12/23 9:43
593,,Montacute,1,2,12,-34.8938,138.7469,,0,,0,0,0.013349638,0.228823743,70,10/2/14,0,,Mediterranean woodland,10/12/23 9:43
594,,Lennane,1,2,12,-34.893,138.7421,,0,,0,0,0.013457363,0.175693544,70,10/2/14,0,,Mediterranean woodland,10/12/23 9:43
595,,Henschke,1,2,12,-34.8926,138.836,,0,,0,0,0.012440939,0.225640828,107,11/14/15,0,,Mediterranean woodland,10/12/23 9:43
596,,Henschke,1,2,12,-34.8926,138.836,,0,,0,0,0.010179852,0.273629394,107,11/14/15,0,,Mediterranean woodland,10/12/23 9:43
597,,Fifth Creek,1,2,12,-34.892,138.7378,,0,,0,0,0.016303122,0.189404563,70,10/2/14,0,,Mediterranean woodland,10/12/23 9:43
598,,Nova Vita B,1,2,12,-34.861,138.9245,,0,,0,0,0.008458497,0.184507771,107,11/14/15,0,,Mediterranean woodland,10/12/23 9:43
599,,Nova Vita A,1,2,12,-34.8587,138.925,,0,,0,0,0.010698891,0.281953941,107,11/14/15,0,,Mediterranean woodland,10/12/23 9:43
600,,Petaluma A,1,2,12,-34.8587,138.925,,0,,0,0,0.011447409,0.212256262,107,11/14/15,0,,Mediterranean woodland,10/12/23 9:43
601,,Torrens Valley,1,2,12,-34.8087,138.8958,,0,,0,0,0.014302628,0.265576891,70,10/2/14,0,,Mediterranean woodland,10/12/23 9:43
602,,Keller,1,1,4,-33.8694,151.1353,,0,,0,0,0.006164739,0.59346829,95,9/4/17,0,,Temperate forests,10/12/23 9:43
603,,Cumberland Plain SuperSite,1,1,4,-33.6153,150.7236,,0,,0,0,0.008136612,0.14333554,91,11/16/16,0,https://doi.org/10.1016/j.scitotenv.2016.05.170,Temperate forests,10/12/23 9:43
604,,Yarramundi,1,1,4,-33.6135,150.7381,,0,,0,0,0.00419439,0.156635228,129,12/12/16,0,,Temperate forests,10/12/23 9:43
605,,Pingelly Paddock,1,1,12,-32.4962,116.9729,,0,,0,0,0.010283736,0.341985352,84,6/20/16,0,https://doi.org/10.1111/gcb.15146,Mediterranean woodland,10/12/23 9:43
606,,Great Western Woodlands SuperSite Drought-Net,1,1,12,-30.4696,120.8083,,0,,0,0,0.001601561,0.519857257,88,9/18/16,0,https://doi.org/10.1016/j.scitotenv.2016.05.170,Mediterranean woodland,10/12/23 9:43
607,,Great Western Woodlands SuperSite Flux Tower,1,1,12,-30.192,120.6561,,0,,0,0,0.000901495,0.362506177,88,9/18/16,0,https://doi.org/10.1016/j.scitotenv.2016.05.170,Mediterranean woodland,10/12/23 9:43
608,,5CO,1,1,12,-30.0709,116.2212,,0,,0,0,0.002205097,0.45567255,98,8/4/17,0,,Mediterranean woodland,10/12/23 9:43
609,,5RO,1,1,12,-30.0698,116.2199,,0,,0,0,0.00309705,0.39718423,98,8/4/17,0,,Mediterranean woodland,10/12/23 9:43
610,,5RV,1,1,12,-30.0698,116.2199,,0,,0,0,0.003909193,0.330628058,98,8/4/17,0,,Mediterranean woodland,10/12/23 9:43
611,,5WO,1,1,12,-30.0661,116.2176,,0,,0,0,0.002486908,0.441961531,98,8/4/17,0,,Mediterranean woodland,10/12/23 9:43
612,,5WV,1,1,12,-30.0661,116.2176,,0,,0,0,0.004706353,0.448679931,98,8/4/17,0,,Mediterranean woodland,10/12/23 9:43
613,,6RO,1,1,12,-30.0567,116.2286,,0,,0,0,0.008508582,0.386706125,98,8/4/17,0,,Mediterranean woodland,10/12/23 9:43
614,,6RV,1,1,12,-30.0567,116.2286,,0,,0,0,0.005843169,0.36874469,98,8/4/17,0,,Mediterranean woodland,10/12/23 9:43
615,,6WO,1,1,12,-30.0565,116.2304,,0,,0,0,0.006973066,0.34680706,98,8/4/17,0,,Mediterranean woodland,10/12/23 9:43
616,,6WV,1,1,12,-30.0565,116.2304,,0,,0,0,0.009319463,0.257411217,98,8/4/17,0,,Mediterranean woodland,10/12/23 9:43
617,,6CO,1,1,12,-30.056,116.2296,,0,,0,0,0.010436186,0.33241049,98,8/4/17,0,,Mediterranean woodland,10/12/23 9:43
618,,FarEast,1,1,9,43.689,132.157,,0,,0,0,0.006454424,0.202018701,92,7/25/16,0,,Flooded grasslands,10/12/23 9:43
619,,Grassland,1,1,8,56.139,92.903,,0,,0,0,0.007461596,0.286798501,96,7/8/16,0,,Temperate grasslands/shrubs,10/12/23 9:43
620,,Pine forest,1,1,8,56.124,92.337,,0,,0,0,0.006055145,0.240866588,82,7/5/16,0,,Temperate grasslands/shrubs,10/12/23 9:43
621,,Steklozavod,1,1,8,56.201,92.346,,0,,0,0,0.005723219,0.227612603,100,7/7/16,0,,Temperate grasslands/shrubs,10/12/23 9:43
622,,Latnjajaure_1000m,1,1,11,68.21,18.29,,0,,0,0,0.005746002,0.292484003,70,6/21/16,0,,Tundra,10/12/23 9:43
623,,Latnjajaure_1100m,1,1,11,68.21,18.29,,0,,0,0,0.008217093,0.305715137,70,6/21/16,0,,Tundra,10/12/23 9:43
624,,Latnjajaure_1200m,1,1,11,68.21,18.29,,0,,0,0,0.008104087,0.364202915,70,6/21/16,0,,Tundra,10/12/23 9:43
625,,Latnjajaure_1300m,1,1,11,68.21,18.29,,0,,0,0,0.011488839,0.429786146,70,6/21/16,0,,Tundra,10/12/23 9:43
626,,Latnjajaure_1400m,1,1,11,68.21,18.29,,0,,0,0,0.006691091,0.315820158,70,6/21/16,0,,Tundra,10/12/23 9:43
627,,Latnjajaure_900m,1,1,11,68.21,18.29,,0,,0,0,0.006830618,0.178888212,70,6/21/16,0,,Tundra,10/12/23 9:43
628,,WW field,1,2,4,54.312,9.981,,0,,0,0,0.006023613,0.386967881,96,10/7/16,0,,Temperate forests,10/12/23 9:43
629,,WW field,1,2,4,54.312,9.981,,0,,0,0,0.004552399,0.360792299,97,10/7/16,0,,Temperate forests,10/12/23 9:43
630,,Pasture,1,1,4,53.237,-4.0195,,0,,0,0,0.012902801,0.330996542,63,4/22/16,0,,Temperate forests,10/12/23 9:43
631,,Forest_H1,1,1,4,49.0057,21.5209,,0,,0,0,0.006933443,0.35002915,90,5/5/16,0,,Temperate forests,10/12/23 9:43
632,,Forest_H2,1,1,4,49.0057,21.5209,,0,,0,0,0.001861567,0.304782787,84,8/3/16,0,,Temperate forests,10/12/23 9:43
633,,Forest_M1,1,1,4,48.216,17.9643,,0,,0,0,0.009077383,0.307524991,92,5/2/16,0,,Temperate forests,10/12/23 9:43
634,,Forest_M2,1,1,4,48.216,17.9643,,0,,0,0,0.00651494,0.176584761,86,8/2/16,0,,Temperate forests,10/12/23 9:43
635,,Forest_T1,1,1,4,48.6119,19.0245,,0,,0,0,0.008364667,0.290386217,88,5/6/16,0,,Temperate forests,10/12/23 9:43
636,,Forest_T2,1,1,4,48.6119,19.0245,,0,,0,0,0.010216614,0.251309814,86,8/2/16,0,,Temperate forests,10/12/23 9:43
637,,Grassland_M1,1,1,4,48.2418,17.9218,,0,,0,0,0.008456277,0.366482372,92,5/2/16,0,,Temperate forests,10/12/23 9:43
638,,Grassland_M2,1,1,4,48.2418,17.9218,,0,,0,0,0.009853139,0.217032266,86,8/2/16,0,,Temperate forests,10/12/23 9:43
639,,ArableLand_T2,1,2,4,48.6111,19.025,,0,,0,0,0.004747723,0.250624263,86,8/2/16,0,,Temperate forests,10/12/23 9:43
640,,ArableLand_H1,1,2,4,49.0122,21.506,,0,,0,0,0.015204378,0.381564493,90,5/5/16,0,,Temperate forests,10/12/23 9:43
641,,ArableLand_M1,1,2,4,48.2106,17.983,,0,,0,0,0.018372146,0.432295263,92,5/2/16,0,,Temperate forests,10/12/23 9:43
642,,ArableLand_M2,1,2,4,48.2106,17.983,,0,,0,0,0.011471019,0.266391934,86,8/2/16,0,,Temperate forests,10/12/23 9:43
643,,Pasture_H1,1,2,4,49.0106,21.5003,,0,,0,0,0.004021157,0.367853474,90,5/5/16,0,,Temperate forests,10/12/23 9:43
644,,Grassland_T1,1,2,4,48.6115,19.0249,,0,,0,0,0.009783654,0.297241727,88,5/6/16,0,,Temperate forests,10/12/23 9:43
645,,Grassland_T2,1,2,4,48.6115,19.0249,,0,,0,0,0.008008589,0.202635697,86,8/2/16,0,,Temperate forests,10/12/23 9:43
646,,Tlen I (furrow),1,1,4,53.635,18.259,,0,,0,0,0.012471142,0.197219844,94,4/11/16,0,,Temperate forests,10/12/23 9:43
647,,Tlen I (ridge),1,1,4,53.635,18.259,,0,,0,0,0.00541157,0.355582112,94,4/11/16,0,,Temperate forests,10/12/23 9:43
648,,Tlen II (garden),1,1,4,53.644,18.287,,0,,0,0,0.012629851,0.212301965,94,4/11/16,0,,Temperate forests,10/12/23 9:43
649,,Tlen II (max. C),1,1,4,53.643,18.285,,0,,0,0,0.026115482,0.220528576,94,4/11/16,0,,Temperate forests,10/12/23 9:43
650,,Tlen II (min. C),1,1,4,53.642,18.286,,0,,0,0,0.029450647,0.280171508,94,4/11/16,0,,Temperate forests,10/12/23 9:43
651,,Inselberg camp,1,1,1,4.0876,-52.6801,,0,,0,0,0.011651644,0.15814344,64,7/17/16,0,,Tropical moist forests,10/12/23 9:43
652,,Inselberg forest,1,1,1,4.0876,-52.6801,,0,,0,0,0.020890488,0.136434327,64,7/17/16,0,,Tropical moist forests,10/12/23 9:43
653,,Parar̩,1,1,1,4.038,-52.6729,,0,,0,0,0.039093934,0.24897894,64,7/17/16,0,,Tropical moist forests,10/12/23 9:43
654,,Coniferous forest,1,1,4,45.1054,-72.5061,,0,,0,0,0.00677973,0.158269125,100,6/14/16,0,,Temperate forests,10/12/23 9:43
655,,Deciduous forest,1,1,4,45.1054,-72.5061,,0,,0,0,0.008044649,0.141975864,100,6/14/16,0,,Temperate forests,10/12/23 9:43
656,,Mixt forest,1,1,4,45.1054,-72.5061,,0,,0,0,0.007127583,0.154132967,100,6/14/16,0,,Temperate forests,10/12/23 9:43
657,,Pasture. cs1,1,1,7,10.1783,46.7986,,0,,0,0,0.012306527,0.293996786,97,7/1/16,0,,Tropical grasslands/shrubs,10/12/23 9:43
658,,Pasture. cs2,1,1,7,10.1791,46.7927,,0,,0,0,0.012980908,0.266117714,97,7/1/16,0,,Tropical grasslands/shrubs,10/12/23 9:43
659,,Pasture. cs3,1,1,7,10.1784,46.7893,,0,,0,0,0.011087562,0.218586182,97,7/1/16,0,,Tropical grasslands/shrubs,10/12/23 9:43
660,,Pasture. cs4,1,1,7,10.179,46.7871,,0,,0,0,0.009171026,0.224527623,97,7/1/16,0,,Tropical grasslands/shrubs,10/12/23 9:43
661,,Pasture. cs6,1,1,7,10.1715,46.7781,,0,,0,0,0.008236031,0.127179389,97,7/1/16,0,,Tropical grasslands/shrubs,10/12/23 9:43
662,,KUA_Moist_Sedge,1,1,0,69.2637,-53.4688,,0,,0,0,0.009353511,0.159943012,98,6/19/16,0,,,10/12/23 9:43
663,,MSE_Fell_Field,1,1,0,69.2675,-53.4553,,0,,0,0,0.007255716,0.352797062,98,6/19/16,0,,,10/12/23 9:43
664,,MSE_Low_Birch,1,1,0,69.2663,-53.4609,,0,,0,0,0.006428804,0.331622107,100,6/20/16,0,,,10/12/23 9:43
